match_id,days_until_match,seat_zone,zone_historical_sales,ticket_price,ea_opponent_strength,web_visits,weather_forecast,is_weekday,is_international,opponent_tier,top_player_injured,league_winner_known,team_position,is_holiday,popular_concert_in_city,flights_to_barcelona_index,google_trends_index,internal_search_trends,social_media_sentiment,web_conversion_rate,zone_seats_availability,ticket_availability_pct,competitor_avg_price
1,30,VIP,0,244.51,65,7652,Sunny,False,False,C,False,True,2,False,False,21,20,669,-0.05,0.0,500,1.0,215.5623535625792
1,29,VIP,0,169.69,65,8762,Windy,False,False,C,False,True,2,False,False,20,20,978,0.0,0.0,500,1.0,181.32944241449462
1,28,VIP,0,317.02,65,7186,Windy,False,False,C,False,True,2,False,False,20,20,691,-0.04,0.0,500,1.0,281.69729319140845
1,27,VIP,0,247.08,65,6351,Sunny,False,False,C,False,True,1,False,False,22,20,753,-0.07,0.0,500,1.0,271.0867911963532
1,26,VIP,0,303.14,65,8418,Sunny,False,False,C,False,True,3,False,False,20,21,893,-0.04,0.0,500,1.0,262.8520665504906
1,25,VIP,0,321.81,65,6553,Windy,False,False,C,False,True,3,False,False,23,20,568,-0.01,0.0,500,1.0,352.1670304043703
1,24,VIP,0,139.42,65,9872,Sunny,False,False,C,False,True,1,False,False,20,20,869,0.06,0.0,500,1.0,148.16507683718558
1,23,VIP,0,377.01,65,9555,Sunny,False,False,C,False,True,2,False,False,20,24,853,0.08,0.0,500,1.0,371.15945203818296
1,22,VIP,0,254.6,65,9113,Windy,False,False,C,False,True,2,False,True,20,25,978,0.01,0.0,500,1.0,276.9861043910974
1,21,VIP,0,192.37,65,9793,Sunny,False,False,C,False,True,1,False,True,24,24,1087,0.03,0.0,500,1.0,217.51889027014133
1,20,VIP,0,196.27,65,9214,Sunny,False,False,C,False,True,3,False,True,20,20,756,-0.03,0.0,500,1.0,170.3632907333438
1,19,VIP,0,161.75,65,8686,Sunny,False,False,C,False,True,2,False,False,26,25,744,0.03,0.0,500,1.0,176.61248617568225
1,18,VIP,0,264.18,65,7924,Sunny,False,False,C,False,True,3,False,False,20,23,829,-0.05,0.0,500,1.0,241.46908242550506
1,17,VIP,0,302.93,65,11440,Sunny,False,False,C,False,True,2,False,False,20,23,1340,0.05,0.0,500,1.0,303.534906471639
1,16,VIP,0,317.61,65,8109,Sunny,False,False,C,False,True,1,False,False,22,24,730,0.08,0.0,500,1.0,288.1233055274816
1,15,VIP,0,279.55,65,11408,Sunny,False,False,C,False,True,3,False,False,29,25,1085,-0.04,0.0,500,1.0,247.5501438655847
1,14,VIP,0,298.78,65,8659,Sunny,False,False,C,False,True,2,False,False,26,26,965,-0.05,0.0,500,1.0,356.1085350818451
1,13,VIP,0,133.53,65,9337,Sunny,False,False,C,False,True,1,False,False,23,22,1051,0.01,0.0,500,1.0,129.58202656416748
1,12,VIP,0,243.68,65,11934,Sunny,False,False,C,False,True,3,False,False,20,24,1379,-0.02,0.0,500,1.0,233.0981445115803
1,11,VIP,0,222.76,65,10819,Windy,False,False,C,False,True,1,False,False,31,26,1226,0.06,0.0,500,1.0,249.21927928946454
1,10,VIP,0,263.37,65,9973,Sunny,False,False,C,False,True,1,False,False,30,31,1177,-0.02,0.0,500,1.0,271.8252628765594
1,9,VIP,0,317.8,65,13735,Sunny,False,False,C,False,True,1,False,False,24,24,1306,-0.05,0.0,500,1.0,258.4839360102998
1,8,VIP,0,296.32,65,10965,Sunny,False,False,C,False,True,2,False,False,28,34,1309,-0.04,0.0,500,1.0,238.28590848349455
1,7,VIP,0,280.56,65,14548,Sunny,False,False,C,False,True,1,True,False,31,37,1314,-0.06,0.0,500,1.0,286.0270514417949
1,6,VIP,1,133.2,65,16098,Sunny,False,False,C,False,True,1,True,False,35,40,1433,0.03,6.211951794868185e-05,500,1.0,129.51256517526866
1,5,VIP,1,145.95,65,13447,Windy,False,False,C,False,True,3,False,False,30,29,1569,0.02,7.436602959214948e-05,499,0.998,158.79345246433823
1,4,VIP,0,278.83,65,16082,Windy,False,False,C,False,True,1,False,False,43,40,1543,0.08,0.0,498,0.996,304.1764242428741
1,3,VIP,1,220.59,65,14085,Sunny,False,False,C,False,True,2,False,False,45,42,1320,-0.02,7.09975150819313e-05,498,0.996,242.45398832986152
1,2,VIP,0,370.14,65,17528,Sunny,False,False,C,False,True,3,False,False,37,42,1493,0.06,0.0,497,0.994,326.88880209158907
1,1,VIP,0,371.33,65,15664,Windy,False,False,C,False,True,3,True,False,46,40,1466,0.05,0.0,497,0.994,424.6318503211718
1,0,VIP,0,311.92,65,16550,Sunny,False,False,C,False,True,3,True,False,42,47,1679,0.06,0.0,497,0.994,268.78170371381117
1,90,Corner,2,101.28,65,4390,Sunny,False,False,C,False,True,4,False,False,21,20,419,-0.08,0.00045558086549986766,6000,1.0,93.56415685442109
1,89,Corner,2,118.39,65,4274,Sunny,False,False,C,False,True,2,False,False,20,20,475,0.07,0.00046794571818719097,5998,0.9997,138.46774828960983
1,88,Corner,1,132.09,65,4466,Sunny,False,False,C,False,True,3,False,False,20,20,464,0.04,0.0002239140169673278,5996,0.9993,129.30417170154496
1,87,Corner,2,104.53,65,5420,Sunny,False,False,C,False,True,4,False,False,22,20,453,0.05,0.0003690036899688185,5995,0.9992,115.76880369308014
1,86,Corner,3,73.54,65,4372,Sunny,False,False,C,False,True,2,False,False,20,20,438,-0.0,0.000686184812285868,5993,0.9988,84.91128930548666
1,85,Corner,3,75.78,65,4782,Windy,False,False,C,False,True,5,False,False,23,20,428,-0.04,0.0006273525720143553,5990,0.9983,79.6584128101845
1,84,Corner,4,56.51,65,4188,Sunny,False,False,C,False,True,4,False,False,23,20,454,0.05,0.0009551098374032688,5987,0.9978,49.676862475631836
1,83,Corner,3,111.7,65,4385,Sunny,False,False,C,False,True,2,False,False,22,20,359,0.01,0.0006841505129568642,5983,0.9972,110.31619666792378
1,82,Corner,3,66.36,65,4164,Sunny,False,False,C,False,True,5,False,False,20,20,463,-0.08,0.0007204610949278431,5980,0.9967,62.57492994781597
1,81,Corner,3,96.09,65,4518,Rain,False,False,C,False,True,3,False,False,20,20,517,-0.06,0.0006640106240230167,5977,0.9962,90.82685460333943
1,80,Corner,3,97.97,65,4958,Windy,False,False,C,False,True,2,False,False,22,20,449,-0.01,0.0006050826945128917,5974,0.9957,115.19097527272147
1,79,Corner,3,89.19,65,4093,Rain,False,False,C,False,True,1,False,False,20,20,414,-0.01,0.0007329587098135943,5971,0.9952,74.61156319516489
1,78,Corner,4,59.22,65,5258,Sunny,False,False,C,False,True,1,False,False,20,20,594,-0.03,0.0007607455304753241,5968,0.9947,70.86785563304647
1,77,Corner,3,100.92,65,4247,Windy,False,False,C,False,True,2,False,False,20,20,396,-0.04,0.0007063809746394204,5964,0.994,112.82692182255262
1,76,Corner,2,124.07,65,4926,Sunny,False,False,C,False,True,2,False,False,21,20,498,-0.03,0.0004060089321140867,5961,0.9935,138.30787706146344
1,75,Corner,2,132.05,65,5259,Windy,False,False,C,False,True,2,False,False,22,20,584,-0.05,0.0003803004372731887,5959,0.9932,138.19613828567185
1,74,Corner,3,52.46,65,4360,Sunny,False,False,C,False,True,3,False,False,20,20,408,-0.01,0.0006880733943375978,5957,0.9928,42.45501536562504
1,73,Corner,3,110.1,65,4645,Sunny,False,False,C,False,True,1,False,False,20,20,391,-0.01,0.0006458557587414734,5954,0.9923,96.79232405475061
1,72,Corner,3,102.63,65,5947,Windy,False,False,C,False,True,3,False,False,21,20,704,0.07,0.0005044560281647122,5951,0.9918,86.0748569119908
1,71,Corner,2,128.47,65,5191,Sunny,False,False,C,False,True,5,False,False,21,20,546,-0.07,0.00038528221915136153,5948,0.9913,124.09347133500847
1,70,Corner,2,97.53,65,4725,Windy,False,False,C,False,True,5,False,False,20,20,522,-0.06,0.0004232804231908401,5946,0.991,113.73135442502755
1,69,Corner,3,91.26,65,5547,Rain,False,False,C,False,True,2,False,False,20,20,559,-0.07,0.0005408328825417644,5944,0.9907,101.15855616290675
1,68,Corner,3,68.45,65,5016,Sunny,False,False,C,False,True,5,False,False,20,20,403,0.08,0.0005980861242826782,5941,0.9902,72.74681900264034
1,67,Corner,2,136.79,65,5332,Rain,False,False,C,False,True,1,False,False,20,20,462,-0.04,0.00037509377337301315,5938,0.9897,129.44421174138932
1,66,Corner,3,105.04,65,5730,Sunny,False,False,C,False,True,1,False,False,20,20,538,-0.05,0.0005235602093327119,5936,0.9893,123.9298498590625
1,65,Corner,4,53.93,65,5502,Sunny,False,False,C,False,True,5,False,False,20,20,508,-0.03,0.0007270083604640115,5933,0.9888,45.46174587700025
1,64,Corner,2,108.89,65,5995,Sunny,False,False,C,False,True,4,False,False,20,20,513,0.08,0.0003336113427300064,5929,0.9882,99.55003112399301
1,63,Corner,3,74.3,65,5374,Sunny,False,False,C,False,True,4,False,False,20,20,602,0.08,0.0005582433940159576,5927,0.9878,81.76647072216745
1,62,Corner,3,105.6,65,5326,Rain,False,False,C,False,True,2,False,False,20,20,495,-0.01,0.0005632745023350968,5924,0.9873,118.88911187313573
1,61,Corner,3,102.66,65,5028,Windy,False,False,C,False,True,4,False,False,20,20,598,-0.05,0.0005966587110985166,5921,0.9868,111.52047905091425
1,60,Corner,2,109.3,65,6267,Sunny,False,False,C,False,True,1,False,False,22,20,604,0.08,0.0003191319610149781,5918,0.9863,105.73537282699782
1,59,Corner,3,95.86,65,4820,Sunny,False,False,C,False,True,2,False,False,20,20,577,-0.07,0.0006224066388750193,5916,0.986,113.55062112601338
1,58,Corner,5,56.32,65,6308,Sunny,False,False,C,False,True,4,False,False,23,20,749,0.0,0.0007926442611298915,5913,0.9855,63.87570192415799
1,57,Corner,3,121.75,65,5467,Sunny,False,False,C,False,True,4,False,False,20,20,517,-0.04,0.0005487470275198925,5908,0.9847,109.81565577104622
1,56,Corner,3,91.97,65,5227,Rain,False,False,C,False,True,1,False,False,20,20,585,0.06,0.0005739429882200223,5905,0.9842,91.7403530917213
1,55,Corner,2,130.83,65,6160,Sunny,False,False,C,False,True,3,False,False,20,20,610,0.06,0.00032467532462261765,5902,0.9837,115.8320697141832
1,54,Corner,2,136.73,65,5111,Sunny,False,False,C,False,True,3,False,False,20,20,584,-0.06,0.0003913128545507116,5900,0.9833,161.91027870383007
1,53,Corner,3,95.18,65,5253,Sunny,False,False,C,False,True,1,False,False,20,20,620,-0.03,0.0005711022271899671,5898,0.983,85.0455863954887
1,52,Corner,4,66.91,65,6088,Sunny,False,False,C,False,True,5,False,False,21,20,621,-0.07,0.0006570302232823537,5895,0.9825,65.31700531191967
1,51,Corner,4,80.83,65,6156,Windy,False,False,C,False,True,3,False,False,20,20,649,0.06,0.0006497725794915899,5891,0.9818,82.41757598193544
1,50,Corner,3,91.43,65,5725,Sunny,False,False,C,False,True,4,False,False,20,20,560,0.06,0.0005240174671573768,5887,0.9812,75.22711876479458
1,49,Corner,4,87.29,65,5647,Sunny,False,False,C,False,True,2,False,False,20,20,541,-0.01,0.0007083407117569788,5884,0.9807,96.75198821196864
1,48,Corner,2,134.02,65,5031,Sunny,False,False,C,False,True,2,False,False,20,20,539,0.03,0.0003975352811771943,5880,0.98,155.02684408079585
1,47,Corner,2,124.0,65,6723,Windy,False,False,C,False,True,1,False,False,20,20,549,-0.03,0.0002974862412170926,5878,0.9797,134.4923563372259
1,46,Corner,4,48.88,65,6570,Windy,False,False,C,False,True,4,True,False,20,20,715,0.02,0.0006088280059956122,5876,0.9793,41.66077486472535
1,45,Corner,3,85.2,65,7210,Windy,False,False,C,False,True,3,True,False,20,20,851,0.02,0.00041608876554561876,5872,0.9787,100.31055324430918
1,44,Corner,2,128.02,65,5941,Sunny,False,False,C,False,True,1,False,False,20,20,515,0.05,0.0003366436626263855,5869,0.9782,103.95195531013114
1,43,Corner,4,94.06,65,5838,Sunny,False,False,C,False,True,1,False,False,20,20,525,0.05,0.0006851661526746888,5867,0.9778,87.72995125147254
1,42,Corner,3,102.14,65,5169,Windy,False,False,C,False,True,2,False,False,20,20,429,0.07,0.0005803830527025763,5863,0.9772,99.55557875500577
1,41,Corner,4,68.9,65,6193,Sunny,False,False,C,False,True,5,False,False,21,20,614,0.05,0.0006458905214523024,5860,0.9767,80.43085176119068
1,40,Corner,4,85.9,65,6822,Sunny,False,False,C,False,True,1,False,False,22,20,791,0.02,0.0005863383171230814,5856,0.976,71.73941001270268
1,39,Corner,3,122.72,65,6257,Sunny,False,False,C,False,True,1,False,False,20,20,523,-0.02,0.0004794630013617607,5852,0.9753,107.570583470058
1,38,Corner,4,98.04,65,5851,Sunny,False,False,C,False,True,1,False,False,20,20,694,-0.03,0.0006836438214521204,5849,0.9748,99.69963355230993
1,37,Corner,4,97.23,65,7050,Sunny,False,False,C,False,True,5,False,False,22,20,818,0.04,0.0005673758864443438,5845,0.9742,112.5506866476093
1,36,Corner,3,128.09,65,7013,Sunny,False,False,C,False,True,2,False,False,20,20,718,0.05,0.0004277769855371771,5841,0.9735,140.39433000763808
1,35,Corner,4,102.25,65,6423,Sunny,False,False,C,False,True,2,False,False,23,20,761,0.04,0.000622761949147943,5838,0.973,99.89999318573139
1,34,Corner,3,128.02,65,7871,Sunny,False,False,C,False,True,3,False,False,20,20,920,-0.03,0.0003811459788614984,5834,0.9723,132.80359626144084
1,33,Corner,5,53.83,65,7269,Windy,False,False,C,False,True,2,False,False,23,20,858,0.04,0.0006878525243241364,5831,0.9718,62.92432196128089
1,32,Corner,3,134.23,65,6108,Sunny,False,False,C,False,True,5,False,False,20,20,678,0.07,0.0004911591354795089,5826,0.971,136.36403570555083
1,31,Corner,5,89.56,65,6576,Windy,False,False,C,False,True,5,False,False,20,20,700,0.04,0.0007603406324877827,5823,0.9705,80.11641647741219
1,30,Corner,7,58.45,65,6273,Rain,False,False,C,False,True,1,False,False,20,20,637,0.06,0.001115893511698407,5818,0.9697,57.16551625648888
1,29,Corner,4,119.0,65,9000,Rain,False,False,C,False,True,1,False,False,21,20,889,0.05,0.0004444444443950617,5811,0.9685,106.8863516867736
1,28,Corner,4,106.98,65,7806,Sunny,False,False,C,False,True,1,False,False,24,21,788,0.02,0.0005124263386481647,5807,0.9678,96.88207130894735
1,27,Corner,5,66.94,65,9225,Sunny,False,False,C,False,True,2,False,False,20,20,916,0.07,0.0005420054199954465,5803,0.9672,54.71397290832117
1,26,Corner,8,51.38,65,9332,Sunny,False,False,C,False,True,2,False,False,20,20,1089,0.07,0.0008572653235257966,5798,0.9663,57.94453803938733
1,25,Corner,3,131.93,65,7869,Sunny,False,False,C,False,True,1,False,False,20,20,793,0.0,0.000381242851648082,5790,0.965,132.3580460092544
1,24,Corner,6,86.99,65,9636,Sunny,False,False,C,False,True,1,False,False,20,24,849,0.04,0.0006226650061620314,5787,0.9645,91.12966770557718
1,23,Corner,7,59.7,65,8251,Windy,False,False,C,False,True,3,False,False,20,21,923,-0.06,0.000848382014198475,5781,0.9635,59.78033029235135
1,22,Corner,7,48.59,65,8400,Rain,False,False,C,False,True,1,False,True,27,25,697,-0.01,0.0008333333332341269,5774,0.9623,46.550607071801174
1,21,Corner,5,108.16,65,10192,Sunny,False,False,C,False,True,2,False,True,20,21,1142,0.08,0.0004905808476755709,5767,0.9612,118.84216051607046
1,20,Corner,8,56.75,65,8764,Sunny,False,False,C,False,True,1,False,True,26,24,983,-0.01,0.0009128251938711974,5762,0.9603,46.711102983358444
1,19,Corner,9,47.56,65,9892,Sunny,False,False,C,False,True,3,False,False,20,20,1015,-0.04,0.000909826122026908,5754,0.959,42.60888320322021
1,18,Corner,5,115.41,65,9845,Sunny,False,False,C,False,True,1,False,False,31,27,1101,-0.05,0.0005078720162003177,5745,0.9575,115.941070352521
1,17,Corner,4,127.75,65,9170,Sunny,False,False,C,False,True,2,False,False,20,21,797,0.06,0.0004362050163101194,5740,0.9567,131.3601347286674
1,16,Corner,9,61.53,65,8611,Sunny,False,False,C,False,True,1,False,False,20,20,970,-0.08,0.0010451747763273516,5736,0.956,63.786739808290605
1,15,Corner,7,75.14,65,11585,Sunny,False,False,C,False,True,3,False,False,28,28,1146,-0.07,0.0006042296071985991,5727,0.9545,80.34168179005289
1,14,Corner,8,89.05,65,10780,Windy,False,False,C,False,True,1,False,False,20,22,1149,0.0,0.0007421150277604717,5720,0.9533,81.22851717001704
1,13,Corner,11,49.56,65,10988,Rain,False,False,C,False,True,2,False,False,24,27,1051,0.06,0.0010010921003821358,5712,0.952,55.551111775950666
1,12,Corner,10,51.16,65,11100,Rain,False,False,C,False,True,2,False,False,35,30,1021,-0.01,0.0009009009008197386,5701,0.9502,60.41590551010116
1,11,Corner,9,52.31,65,11579,Rain,False,False,C,False,True,3,False,False,28,24,1124,0.02,0.0007772691941638078,5691,0.9485,45.30882041056019
1,10,Corner,7,95.63,65,10899,Sunny,False,False,C,False,True,1,False,False,28,30,974,0.08,0.0006422607578087659,5682,0.947,112.09132354416764
1,9,Corner,12,54.66,65,12118,Sunny,False,False,C,False,True,2,False,False,36,32,1337,0.06,0.00099026241945946,5675,0.9458,50.247194714533464
1,8,Corner,11,65.22,65,14106,Windy,False,False,C,False,True,2,False,False,29,29,1434,-0.04,0.0007798100098695725,5663,0.9438,74.99948873759423
1,7,Corner,12,54.28,65,12900,Sunny,False,False,C,False,True,2,True,False,29,31,1293,0.03,0.0009302325580674238,5652,0.942,51.2039975112427
1,6,Corner,9,51.73,65,11688,Rain,False,False,C,False,True,2,True,False,24,28,1155,-0.07,0.0007700205338150222,5640,0.94,52.31743972991967
1,5,Corner,9,96.36,65,15366,Windy,False,False,C,False,True,1,False,False,27,32,1241,0.01,0.0005857087074980015,5631,0.9385,100.01646236299439
1,4,Corner,10,106.3,65,12310,Sunny,False,False,C,False,True,3,False,False,38,39,1023,0.06,0.0008123476847431074,5622,0.937,92.55771077351002
1,3,Corner,13,77.69,65,17812,Sunny,False,False,C,False,True,3,False,False,34,39,1454,-0.05,0.0007298450482410822,5612,0.9353,65.63555682594175
1,2,Corner,8,122.72,65,13814,Sunny,False,False,C,False,True,2,False,False,43,39,1396,0.05,0.0005791226291748138,5599,0.9332,138.44032071081557
1,1,Corner,8,134.51,65,18054,Windy,False,False,C,False,True,1,True,False,37,42,1669,0.02,0.00044311509912245954,5591,0.9318,144.519117798719
1,0,Corner,5,121.27,65,13502,Rain,False,False,C,False,True,2,True,False,38,45,1449,-0.05,0.0003703155087860824,5583,0.9305,115.87959188984071
1,90,Gol Nord,3,104.13,65,4578,Sunny,False,False,C,False,True,4,False,False,22,20,393,-0.01,0.0006553079946143932,9000,1.0,117.56462545861169
1,89,Gol Nord,3,94.72,65,5158,Sunny,False,False,C,False,True,2,False,False,21,20,417,-0.01,0.0005816207831365605,8997,0.9997,94.88685496306852
1,88,Gol Nord,3,97.06,65,4650,Windy,False,False,C,False,True,4,False,False,20,20,498,-0.07,0.0006451612901838363,8994,0.9993,80.11323498766387
1,87,Gol Nord,3,89.24,65,4239,Sunny,False,False,C,False,True,3,False,False,20,20,463,0.03,0.0007077140833433087,8991,0.999,89.99364982210476
1,86,Gol Nord,3,95.4,65,4806,Sunny,False,False,C,False,True,2,False,False,20,20,510,-0.01,0.0006242197252134373,8988,0.9987,78.03746198115839
1,85,Gol Nord,3,88.72,65,5280,Sunny,False,False,C,False,True,5,False,False,20,20,423,-0.02,0.0005681818180742079,8985,0.9983,82.69120905861129
